index,Quarter,AdmissionType,SpecialtyName,Episodes,LengthOfEpisode,Stays,LengthOfStay,HBName,LocationName
23050,2015Q1,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,44,NHS Ayrshire and Arran,University Hospital Ayr
23051,2015Q2,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,77,NHS Ayrshire and Arran,University Hospital Ayr
23052,2015Q3,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,52,NHS Ayrshire and Arran,University Hospital Ayr
23053,2015Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,36,NHS Ayrshire and Arran,University Hospital Ayr
23054,2016Q1,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,41,NHS Ayrshire and Arran,University Hospital Ayr
23055,2016Q2,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,85,NHS Ayrshire and Arran,University Hospital Ayr
23056,2016Q3,Emergency Inpatients,Cardiothoracic Surgery,0,0,10,78,NHS Ayrshire and Arran,University Hospital Ayr
23057,2016Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,20,NHS Ayrshire and Arran,University Hospital Ayr
23058,2017Q1,Emergency Inpatients,Cardiothoracic Surgery,0,0,0,26,NHS Ayrshire and Arran,University Hospital Ayr
23059,2017Q2,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,62,NHS Ayrshire and Arran,University Hospital Ayr
23060,2017Q3,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,60,NHS Ayrshire and Arran,University Hospital Ayr
23061,2017Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,0,9,NHS Ayrshire and Arran,University Hospital Ayr
23062,2018Q1,Emergency Inpatients,Cardiothoracic Surgery,0,0,10,99,NHS Ayrshire and Arran,University Hospital Ayr
23063,2018Q2,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,75,NHS Ayrshire and Arran,University Hospital Ayr
23064,2018Q3,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,111,NHS Ayrshire and Arran,University Hospital Ayr
23065,2018Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,10,57,NHS Ayrshire and Arran,University Hospital Ayr
23066,2019Q1,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,59,NHS Ayrshire and Arran,University Hospital Ayr
23067,2019Q2,Emergency Inpatients,Cardiothoracic Surgery,0,0,5,22,NHS Ayrshire and Arran,University Hospital Ayr
23068,2019Q3,Emergency Inpatients,Cardiothoracic Surgery,0,0,10,89,NHS Ayrshire and Arran,University Hospital Ayr
23069,2014Q4,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,21,NHS Ayrshire and Arran,University Hospital Ayr
23070,2015Q1,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,5,NHS Ayrshire and Arran,University Hospital Ayr
23071,2015Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,42,NHS Ayrshire and Arran,University Hospital Ayr
23072,2015Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,18,NHS Ayrshire and Arran,University Hospital Ayr
23073,2015Q4,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,29,NHS Ayrshire and Arran,University Hospital Ayr
23074,2016Q1,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,65,NHS Ayrshire and Arran,University Hospital Ayr
23075,2016Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23076,2016Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,45,NHS Ayrshire and Arran,University Hospital Ayr
23077,2016Q4,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,30,NHS Ayrshire and Arran,University Hospital Ayr
23078,2017Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,27,NHS Ayrshire and Arran,University Hospital Ayr
23079,2017Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,0,NHS Ayrshire and Arran,University Hospital Ayr
23080,2017Q4,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23081,2018Q1,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,5,NHS Ayrshire and Arran,University Hospital Ayr
23082,2018Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,9,NHS Ayrshire and Arran,University Hospital Ayr
23083,2018Q4,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,24,NHS Ayrshire and Arran,University Hospital Ayr
23084,2019Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23085,2019Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,15,NHS Ayrshire and Arran,University Hospital Ayr
23086,2014Q4,Emergency Inpatients,Neurosurgery,0,0,13,82,NHS Ayrshire and Arran,University Hospital Ayr
23087,2015Q1,Emergency Inpatients,Neurosurgery,0,0,10,126,NHS Ayrshire and Arran,University Hospital Ayr
23088,2015Q2,Emergency Inpatients,Neurosurgery,0,0,15,227,NHS Ayrshire and Arran,University Hospital Ayr
23089,2015Q3,Emergency Inpatients,Neurosurgery,0,0,12,112,NHS Ayrshire and Arran,University Hospital Ayr
23090,2015Q4,Emergency Inpatients,Neurosurgery,0,0,5,39,NHS Ayrshire and Arran,University Hospital Ayr
23091,2016Q1,Emergency Inpatients,Neurosurgery,0,0,10,70,NHS Ayrshire and Arran,University Hospital Ayr
23092,2016Q2,Emergency Inpatients,Neurosurgery,0,0,5,65,NHS Ayrshire and Arran,University Hospital Ayr
23093,2016Q3,Emergency Inpatients,Neurosurgery,0,0,10,153,NHS Ayrshire and Arran,University Hospital Ayr
23094,2016Q4,Emergency Inpatients,Neurosurgery,0,0,10,171,NHS Ayrshire and Arran,University Hospital Ayr
23095,2017Q1,Emergency Inpatients,Neurosurgery,0,0,12,89,NHS Ayrshire and Arran,University Hospital Ayr
23096,2017Q2,Emergency Inpatients,Neurosurgery,0,0,5,26,NHS Ayrshire and Arran,University Hospital Ayr
23097,2017Q3,Emergency Inpatients,Neurosurgery,0,0,15,160,NHS Ayrshire and Arran,University Hospital Ayr
23098,2017Q4,Emergency Inpatients,Neurosurgery,0,0,10,39,NHS Ayrshire and Arran,University Hospital Ayr
23099,2018Q1,Emergency Inpatients,Neurosurgery,0,0,10,113,NHS Ayrshire and Arran,University Hospital Ayr
23100,2018Q2,Emergency Inpatients,Neurosurgery,0,0,10,103,NHS Ayrshire and Arran,University Hospital Ayr
23101,2018Q3,Emergency Inpatients,Neurosurgery,0,0,11,154,NHS Ayrshire and Arran,University Hospital Ayr
23102,2018Q4,Emergency Inpatients,Neurosurgery,0,0,5,135,NHS Ayrshire and Arran,University Hospital Ayr
23103,2019Q1,Emergency Inpatients,Neurosurgery,0,0,10,97,NHS Ayrshire and Arran,University Hospital Ayr
23104,2019Q2,Emergency Inpatients,Neurosurgery,0,0,5,58,NHS Ayrshire and Arran,University Hospital Ayr
23105,2019Q3,Emergency Inpatients,Neurosurgery,0,0,13,144,NHS Ayrshire and Arran,University Hospital Ayr
23106,2014Q4,Emergency Inpatients,Plastic Surgery,0,0,0,24,NHS Ayrshire and Arran,University Hospital Ayr
23107,2015Q3,Emergency Inpatients,Plastic Surgery,0,0,0,8,NHS Ayrshire and Arran,University Hospital Ayr
23108,2015Q4,Emergency Inpatients,Plastic Surgery,0,0,0,17,NHS Ayrshire and Arran,University Hospital Ayr
23109,2016Q1,Emergency Inpatients,Plastic Surgery,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23110,2016Q2,Emergency Inpatients,Plastic Surgery,0,0,0,10,NHS Ayrshire and Arran,University Hospital Ayr
23111,2016Q3,Emergency Inpatients,Plastic Surgery,0,0,0,24,NHS Ayrshire and Arran,University Hospital Ayr
23112,2016Q4,Emergency Inpatients,Plastic Surgery,0,0,0,15,NHS Ayrshire and Arran,University Hospital Ayr
23113,2017Q1,Emergency Inpatients,Plastic Surgery,0,0,5,20,NHS Ayrshire and Arran,University Hospital Ayr
23114,2017Q2,Emergency Inpatients,Plastic Surgery,0,0,0,23,NHS Ayrshire and Arran,University Hospital Ayr
23115,2017Q3,Emergency Inpatients,Plastic Surgery,0,0,0,10,NHS Ayrshire and Arran,University Hospital Ayr
23116,2017Q4,Emergency Inpatients,Plastic Surgery,0,0,0,8,NHS Ayrshire and Arran,University Hospital Ayr
23117,2018Q1,Emergency Inpatients,Plastic Surgery,0,0,5,30,NHS Ayrshire and Arran,University Hospital Ayr
23118,2018Q2,Emergency Inpatients,Plastic Surgery,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23119,2018Q3,Emergency Inpatients,Plastic Surgery,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23120,2019Q1,Emergency Inpatients,Plastic Surgery,0,0,5,40,NHS Ayrshire and Arran,University Hospital Ayr
23121,2019Q2,Emergency Inpatients,Plastic Surgery,0,0,5,15,NHS Ayrshire and Arran,University Hospital Ayr
23122,2014Q4,Emergency Inpatients,Clinical Oncology,0,0,5,60,NHS Ayrshire and Arran,University Hospital Ayr
23123,2015Q1,Emergency Inpatients,Clinical Oncology,0,0,5,40,NHS Ayrshire and Arran,University Hospital Ayr
23124,2015Q2,Emergency Inpatients,Clinical Oncology,0,0,5,37,NHS Ayrshire and Arran,University Hospital Ayr
23125,2015Q3,Emergency Inpatients,Clinical Oncology,0,0,10,50,NHS Ayrshire and Arran,University Hospital Ayr
23126,2015Q4,Emergency Inpatients,Clinical Oncology,0,0,10,105,NHS Ayrshire and Arran,University Hospital Ayr
23127,2016Q1,Emergency Inpatients,Clinical Oncology,0,0,5,90,NHS Ayrshire and Arran,University Hospital Ayr
23128,2016Q2,Emergency Inpatients,Clinical Oncology,0,0,5,43,NHS Ayrshire and Arran,University Hospital Ayr
23129,2016Q3,Emergency Inpatients,Clinical Oncology,0,0,5,51,NHS Ayrshire and Arran,University Hospital Ayr
23130,2016Q4,Emergency Inpatients,Clinical Oncology,0,0,15,119,NHS Ayrshire and Arran,University Hospital Ayr
23131,2017Q1,Emergency Inpatients,Clinical Oncology,0,0,5,37,NHS Ayrshire and Arran,University Hospital Ayr
23132,2017Q2,Emergency Inpatients,Clinical Oncology,0,0,5,69,NHS Ayrshire and Arran,University Hospital Ayr
23133,2017Q3,Emergency Inpatients,Clinical Oncology,0,0,0,8,NHS Ayrshire and Arran,University Hospital Ayr
23134,2017Q4,Emergency Inpatients,Clinical Oncology,0,0,10,45,NHS Ayrshire and Arran,University Hospital Ayr
23135,2018Q1,Emergency Inpatients,Clinical Oncology,0,0,5,52,NHS Ayrshire and Arran,University Hospital Ayr
23136,2018Q2,Emergency Inpatients,Clinical Oncology,0,0,10,36,NHS Ayrshire and Arran,University Hospital Ayr
23137,2018Q3,Emergency Inpatients,Clinical Oncology,0,0,10,110,NHS Ayrshire and Arran,University Hospital Ayr
23138,2018Q4,Emergency Inpatients,Clinical Oncology,0,0,10,57,NHS Ayrshire and Arran,University Hospital Ayr
23139,2019Q1,Emergency Inpatients,Clinical Oncology,0,0,5,35,NHS Ayrshire and Arran,University Hospital Ayr
23140,2019Q2,Emergency Inpatients,Clinical Oncology,0,0,10,45,NHS Ayrshire and Arran,University Hospital Ayr
23141,2019Q3,Emergency Inpatients,Clinical Oncology,0,0,5,28,NHS Ayrshire and Arran,University Hospital Ayr
23142,2016Q2,Emergency Inpatients,Infectious Diseases,0,0,5,8,NHS Ayrshire and Arran,University Hospital Crosshouse
23143,2016Q3,Emergency Inpatients,Infectious Diseases,0,0,5,8,NHS Ayrshire and Arran,University Hospital Crosshouse
23144,2016Q4,Emergency Inpatients,Infectious Diseases,0,0,5,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23145,2017Q1,Emergency Inpatients,Infectious Diseases,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23146,2017Q2,Emergency Inpatients,Infectious Diseases,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23147,2018Q3,Emergency Inpatients,Infectious Diseases,0,0,0,6,NHS Ayrshire and Arran,University Hospital Crosshouse
23148,2018Q4,Emergency Inpatients,Dermatology,0,0,10,30,NHS Ayrshire and Arran,University Hospital Crosshouse
23149,2016Q2,Emergency Inpatients,Endocrinology & Diabetes,0,0,5,8,NHS Ayrshire and Arran,University Hospital Crosshouse
23150,2016Q3,Emergency Inpatients,Endocrinology & Diabetes,0,0,5,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23151,2016Q4,Emergency Inpatients,Endocrinology & Diabetes,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23152,2017Q1,Emergency Inpatients,Endocrinology & Diabetes,0,0,5,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23153,2017Q2,Emergency Inpatients,Endocrinology & Diabetes,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23154,2018Q3,Emergency Inpatients,Endocrinology & Diabetes,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23155,2019Q1,Emergency Inpatients,Endocrinology & Diabetes,0,0,0,15,NHS Ayrshire and Arran,University Hospital Crosshouse
23156,2016Q2,Emergency Inpatients,Gastroenterology,0,0,5,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23157,2016Q4,Emergency Inpatients,Gastroenterology,0,0,10,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23158,2017Q1,Emergency Inpatients,Gastroenterology,0,0,15,15,NHS Ayrshire and Arran,University Hospital Crosshouse
23159,2017Q2,Emergency Inpatients,Gastroenterology,0,0,5,50,NHS Ayrshire and Arran,University Hospital Crosshouse
23160,2017Q3,Emergency Inpatients,Gastroenterology,0,0,5,35,NHS Ayrshire and Arran,University Hospital Crosshouse
23161,2017Q4,Emergency Inpatients,Gastroenterology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23162,2018Q2,Emergency Inpatients,Gastroenterology,0,0,5,30,NHS Ayrshire and Arran,University Hospital Crosshouse
23163,2018Q3,Emergency Inpatients,Gastroenterology,0,0,0,7,NHS Ayrshire and Arran,University Hospital Crosshouse
23164,2018Q4,Emergency Inpatients,Gastroenterology,0,0,5,70,NHS Ayrshire and Arran,University Hospital Crosshouse
23165,2019Q1,Emergency Inpatients,Gastroenterology,0,0,5,36,NHS Ayrshire and Arran,University Hospital Crosshouse
23166,2019Q2,Emergency Inpatients,Gastroenterology,0,0,0,10,NHS Ayrshire and Arran,University Hospital Crosshouse
23167,2019Q3,Emergency Inpatients,Gastroenterology,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23168,2014Q4,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23169,2015Q1,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23170,2015Q2,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23171,2015Q3,Emergency Inpatients,Medical Oncology,0,0,0,25,NHS Ayrshire and Arran,University Hospital Crosshouse
23172,2015Q4,Emergency Inpatients,Medical Oncology,0,0,0,20,NHS Ayrshire and Arran,University Hospital Crosshouse
23173,2016Q1,Emergency Inpatients,Medical Oncology,0,0,5,35,NHS Ayrshire and Arran,University Hospital Crosshouse
23174,2016Q2,Emergency Inpatients,Medical Oncology,0,0,5,32,NHS Ayrshire and Arran,University Hospital Crosshouse
23175,2016Q3,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23176,2017Q1,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23177,2017Q3,Emergency Inpatients,Medical Oncology,0,0,5,91,NHS Ayrshire and Arran,University Hospital Crosshouse
23178,2017Q4,Emergency Inpatients,Medical Oncology,0,0,10,99,NHS Ayrshire and Arran,University Hospital Crosshouse
23179,2018Q1,Emergency Inpatients,Medical Oncology,0,0,0,27,NHS Ayrshire and Arran,University Hospital Crosshouse
23180,2018Q2,Emergency Inpatients,Medical Oncology,0,0,5,94,NHS Ayrshire and Arran,University Hospital Crosshouse
23181,2018Q3,Emergency Inpatients,Medical Oncology,0,0,0,40,NHS Ayrshire and Arran,University Hospital Crosshouse
23182,2018Q4,Emergency Inpatients,Medical Oncology,0,0,5,40,NHS Ayrshire and Arran,University Hospital Crosshouse
23183,2019Q1,Emergency Inpatients,Medical Oncology,0,0,0,8,NHS Ayrshire and Arran,University Hospital Crosshouse
23184,2019Q2,Emergency Inpatients,Medical Oncology,0,0,0,82,NHS Ayrshire and Arran,University Hospital Crosshouse
23185,2019Q3,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23186,2014Q4,Emergency Inpatients,Neurology,0,0,0,34,NHS Ayrshire and Arran,University Hospital Crosshouse
23187,2015Q1,Emergency Inpatients,Neurology,0,0,5,71,NHS Ayrshire and Arran,University Hospital Crosshouse
23188,2015Q2,Emergency Inpatients,Neurology,0,0,5,112,NHS Ayrshire and Arran,University Hospital Crosshouse
23189,2015Q3,Emergency Inpatients,Neurology,0,0,0,78,NHS Ayrshire and Arran,University Hospital Crosshouse
23190,2015Q4,Emergency Inpatients,Neurology,0,0,5,78,NHS Ayrshire and Arran,University Hospital Crosshouse
23191,2016Q1,Emergency Inpatients,Neurology,0,0,5,126,NHS Ayrshire and Arran,University Hospital Crosshouse
23192,2016Q2,Emergency Inpatients,Neurology,0,0,5,97,NHS Ayrshire and Arran,University Hospital Crosshouse
23193,2016Q3,Emergency Inpatients,Neurology,0,0,5,61,NHS Ayrshire and Arran,University Hospital Crosshouse
23194,2016Q4,Emergency Inpatients,Neurology,0,0,5,50,NHS Ayrshire and Arran,University Hospital Crosshouse
23195,2017Q1,Emergency Inpatients,Neurology,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23196,2017Q2,Emergency Inpatients,Neurology,0,0,0,25,NHS Ayrshire and Arran,University Hospital Crosshouse
23197,2017Q3,Emergency Inpatients,Neurology,0,0,5,83,NHS Ayrshire and Arran,University Hospital Crosshouse
23198,2017Q4,Emergency Inpatients,Neurology,0,0,5,71,NHS Ayrshire and Arran,University Hospital Crosshouse
23199,2018Q1,Emergency Inpatients,Neurology,0,0,5,59,NHS Ayrshire and Arran,University Hospital Crosshouse
23200,2018Q2,Emergency Inpatients,Neurology,0,0,10,290,NHS Ayrshire and Arran,University Hospital Crosshouse
23201,2018Q3,Emergency Inpatients,Neurology,0,0,5,109,NHS Ayrshire and Arran,University Hospital Crosshouse
23202,2018Q4,Emergency Inpatients,Neurology,0,0,5,67,NHS Ayrshire and Arran,University Hospital Crosshouse
23203,2019Q1,Emergency Inpatients,Neurology,0,0,5,207,NHS Ayrshire and Arran,University Hospital Crosshouse
23204,2019Q2,Emergency Inpatients,Neurology,0,0,5,24,NHS Ayrshire and Arran,University Hospital Crosshouse
23205,2019Q3,Emergency Inpatients,Neurology,0,0,0,50,NHS Ayrshire and Arran,University Hospital Crosshouse
23206,2014Q4,Emergency Inpatients,Palliative Medicine,0,0,13,169,NHS Ayrshire and Arran,University Hospital Crosshouse
23207,2015Q1,Emergency Inpatients,Palliative Medicine,0,0,5,325,NHS Ayrshire and Arran,University Hospital Crosshouse
23208,2015Q3,Emergency Inpatients,Palliative Medicine,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23209,2015Q4,Emergency Inpatients,Palliative Medicine,0,0,0,84,NHS Ayrshire and Arran,University Hospital Crosshouse
23210,2016Q1,Emergency Inpatients,Palliative Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23211,2016Q2,Emergency Inpatients,Palliative Medicine,0,0,0,17,NHS Ayrshire and Arran,University Hospital Crosshouse
23212,2016Q3,Emergency Inpatients,Palliative Medicine,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23213,2016Q4,Emergency Inpatients,Palliative Medicine,0,0,0,8,NHS Ayrshire and Arran,University Hospital Crosshouse
23214,2017Q1,Emergency Inpatients,Palliative Medicine,0,0,5,150,NHS Ayrshire and Arran,University Hospital Crosshouse
23215,2017Q2,Emergency Inpatients,Palliative Medicine,0,0,10,105,NHS Ayrshire and Arran,University Hospital Crosshouse
23216,2017Q3,Emergency Inpatients,Palliative Medicine,0,0,10,243,NHS Ayrshire and Arran,University Hospital Crosshouse
23217,2017Q4,Emergency Inpatients,Palliative Medicine,0,0,10,187,NHS Ayrshire and Arran,University Hospital Crosshouse
23218,2018Q3,Emergency Inpatients,Palliative Medicine,0,0,0,34,NHS Ayrshire and Arran,University Hospital Crosshouse
23219,2018Q4,Emergency Inpatients,Palliative Medicine,0,0,0,25,NHS Ayrshire and Arran,University Hospital Crosshouse
23220,2019Q1,Emergency Inpatients,Palliative Medicine,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23221,2019Q2,Emergency Inpatients,Palliative Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
23222,2019Q3,Emergency Inpatients,Palliative Medicine,0,0,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
23223,2014Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,5,186,NHS Ayrshire and Arran,University Hospital Crosshouse
23224,2015Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,10,602,NHS Ayrshire and Arran,University Hospital Crosshouse
23225,2015Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,10,179,NHS Ayrshire and Arran,University Hospital Crosshouse
23226,2015Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,241,NHS Ayrshire and Arran,University Hospital Crosshouse
23227,2015Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,5,89,NHS Ayrshire and Arran,University Hospital Crosshouse
23228,2016Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,10,622,NHS Ayrshire and Arran,University Hospital Crosshouse
23229,2016Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,584,NHS Ayrshire and Arran,University Hospital Crosshouse
23230,2016Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,411,NHS Ayrshire and Arran,University Hospital Crosshouse
